original_dosc;score
о мне и то и второе - бред!!!! стихия, вот реальная причина, и немного безответственности чинуш   Во второй - безусловно. Именно, что держали объем воды в водохранилищах по-максимуму разрешенного. Потом, когда  ливануло  оказалось некуда собирать и одну из главных ф-ий ГЭС не выполнила. В первой - сомневаюсь.  все это очень странно. думаю где то собака зарыта.  Не люблю Малахова, но у него на передаче, гидролог-метеоролог сказал, что идёт гидротехническая война;-1
о взрыв таки произошел внутри здания: http://drugoi.livejournal.com/3926692.htmlТам на видео и фото видно. В общем, не берусь судить без подробной планировки.   подрыв был совершен террористкой-смертницей, которая при подходе к рамкам металлоискателя увидела сотрудника полиции, занервничала и привела в действие взрывное устройство с поражающими элементами. Предварительная мощность взрывного устройства не менее 10 килограммов в тротиловом эквиваленте. Причем, по всей видимости, жертв могло бы быть гораздо больше, если бы не сработала так называемая заградительная система, которая не позволила смертнице проникнуть через рамки металлоискателя в зал ожидания, где находились пассажиры.    Теракт на вокзале в Волгограде мог осуществить мужчина, заявил официальный представитель СКР Владимир Маркин;-1
лохой или хороший был Сталин не важно. но именло при нем была одержана победа в Сталинграде. так что за Сталинград  Люди воевали за СТАЛИНГРАД! и умирали за него! И обсуждать надо или не надо переименовывать - кощунство. Он ДОЛЖЕН быть СТАЛИНГРАДОМ.  Значение Сталинградской битвы общероссийское и даже общемировое. Так что, если ужделать референдум, то всероссийский,а не тольков рамках города. А вообще власти сами должны принять решение о переименовании.  Было бы лучше конечно что бы вернули старое название. А то так пройдет лет 100 и не вспомнят где город герой находился;1
огика такова:  Что там по-русски написано, я вижу, а вот, про что на узбекском, мне не ведомо.   а в Китай вы когда собираетесь?  Чот не вкурил... Про Китай, Германию и Штаты правда или сарказм? Про  наших  верю. Дебиловатые тетки с горисполкомовскими жопами... Увы-увы  Вы родились в Сталинграде? Нет такого города в нашей стране. В гражданстве - отказано! И это тоже наша паспортная служба.  сидит тетка на работе- чай пьет, слушает сплетни от коллеги, думает как на дачу поехать- а тут ходят всякие, документы суют...найдет закорючку, чтобы на неделю отправить ходоков в пешее эротическое- и можно дальше чай пить.  Хммм... Так такая практика в РФ уже давно. Сам точно так же для российского посольства в Узбекистане нотариально переводил и заверял в МИДе свое выданное еще в СССР свидетельство о рождении из-за того что печать на нем стояла двуязычная. И не дай Бог если в печати какие то слова смазаны или выцвели - заставят идти и получать дубликат.   А ещё один любимый аттракцион у тёток в ПС- требовать справок о здоровье пациента, желающего гражданство приобрести;0
Отвезите меня к Шели, прошу вас. Умоляю - к Шели, ну что вам стоит? Ироды!! Христопродавцы...  - это представление продолжалось вот уж вторую неделю...   разве не выглядит достаточно иронично то, что ШАС вдруг Ирония тут совершенно ни при чем. Это закономерно. ШАС сделают всё, чтобы остаться у (или вернуться к) кормушке. Тут, у Вас, кто-то (уже не помню, может быть и Вы сами) спорил со мной, когда я назвал ШАС НЕ-сионистской партией. Три раза  Ха! . Что, нужны еще какие-то доказательства? Эти и поселения выселят, и договр о дву-национальном государстве подпишут, и, наверное, массовое крещение примут.   ЩАСам глубоко плевать на поселения, сионизм и на все остальное... Им деньги плати и проводи какие хочешь законы. Они и за МЕРЕЦ проголосуют ..  Кроме того им сшили уже такое количество всяких законов и соглашений , что деньги они свои получат, но конечно одно дело брать, что дают и другое дело самим себе делить.....   Проведите, проведите меня к нему, я хочу видеть этого человека!   Рав Овадья будет разговаривать с женщиной? Да ты антисемит!  Ироничным, нет не выглядит.;-1
абережная чуть-чуть в воде, а все распаниковались. Губер давай там на право и налево раздавать поручения, все бегают, угодить пытаются. Волонтеры тоже постоянно к нам Шпорт приехал к нам Шпорт приехал, и хе..чат ещё мешков, ещё песка. А Шпорт им молодцы, съездил посмотрел на остров, паре сотне бабушек особо потонувших денег дал и все довольные - нас топит, нас топит. А меж тем большая часть Хабаровска и не парится из-за наводнения.  неумолимо  ойойойой, какой ужас =/   Бедствие! А что делать-то? С иконой уже летали...Питер тоже топило, ну не на 7 метров, конечно, а дамба вроде на 5,50 рассчитана.  Он утонул...  Сказали ж, что уровень спадает сегодня? Не?  настоящее буйство стихии...  Пользователь  сослался на вашу запись в записи  Хабаровск кажется приплыл  в контексте: [...] Оригинал взят у  в Хабаровск кажется приплыл [...]  за что-то прогневали нептуна  Пользователь  сослался на вашу запись в записи  Хабаровск кажется приплыл  в контексте: [...] нал взят у  в Хабаровск кажется приплыл [...]  Пользователь  сослался на вашу запись в записи  Хабаровск кажется приплыл  в контексте: [...] нал взят у  в Хабаровск кажется приплыл [...]   Со стихией трудно справится...  Вы же из Екатеринбурга? Или сейчас находитесь в Хабаровске?  Реально оценила масштабы наводнения по фото на котором уже нет пляжа...  Венеция?  Для кого трагедия, для кого - шоу.  Навальный во всем виноват.  Просто пипец какой-то невообразимый.;0
Актер заявил, что любит Россию и Францию, но жить намерен в Бельгии. Об этом он сказал в эфире телеканала Notele. Сегодня во Франции грустно: страна инертна, граждане в очень щекотливом положении, а у правительства нет опыта для коррекции ситуации , - цитирует актера  Эхо Москвы . Также Депардье добавил, что в душе всегда останется французом и любить свою страну не перестанет. По словам актера, поездки по России помогли ему лучше понять людей, которые там живут.Депардье решил поселиться в небольшом городке Нешэне на юге Бельгии, недалеко от французской границы. К слову, там пролегает скоростная железная дорога, по которой можно быстро добраться до Парижа.Кстати, он уже приобрел там очередной дом и оформил документы на проживание. Кроме того, Депердье сообщил о своем намерении открыть в Нешэне небольшой ресторан.;0
аркома земледелия, а самим наркомом был Яковлев-Эпштейн,  прославившийся  при коллективизации, один из раскручивавших маховик террора в 1937 г. на должности 1-го секретаря ЦК КП(б) Белоруссии, а того соответственно выдвигал Лысенко.В 1934 Ежов работает в  ЦКК ВКП(б), где председатель РудзутакОба бывших начальника Ежова были репрессированы, потом и он сам.Вопрос на засыпку - кто стимулировал Ежова на  перегибы  - Сталин или бывшие руководители, с которыми Ежов не мог не продолжать поддерживать отношения?Сложно там всё. :)  =А, ну если фашисты называли, тогда всё в порядке, можно верить.=Фашисты(в том числе русские),анархисты, коммунисты, да кто только не называл..Даже Бердяев и Ландау..Причём многие и не думали употреблять фашизм  в плохом смысле как ругательное слово::  Не сразу, а постепенно пришли мы к этим выводам, изложенным здесь. Но пришли и решили: сталинизм это как раз то самое, что мы ошибочно называли российским фашизмом: это — наш  российский фашизм , очищенный от крайностей, иллюзий и заблуждений.   :)(Из  письма Родзаевского  Сталину, 1945)=Тебе, болезный, череп-то не жмёт?=Та нет, это только тебе..  Ну тада поздравляю - мы с вами живём в фашистской стране - тут только и делали, что насильно консолидировали нацию. Со времён монголо-татар как минимум;0
, к сожалению, не верю, что всё в этом квартале будет прекрасно.Спутник идет от Москвы 18 минут (по расписанию), но до этого квартала от станции добираться в час пик еще минут 30 будешь. Метро? Оно по расположению вроде недалеко, но пешком вдоль дорОг, или на транспорте, опять же. И вообще строительство метро уже 50 раз переносили, и даже сейчас поговаривают, что окончательно место строительства станции не определено (а сроки - тем более).Ну и вообще: мы в России, и этим все сказано. Всё будет через одно место ) Кто-то проворуется, кто-то  забудет  построить сад или школу, кто-то не сможет полноценно обслуживать жилье и т.п.  У нас друзья хотели вложиться в Мытищи, именно в этот проект (сейчас живут в двушке там, но родился второй ребенок и надо расширяться)Узнавали у знакомых про строительство и комплекс, про фирму узнали - и решили не рисковать. Все-таки двое детей, если вложить все накопления - большие убытки....Я из своего района никуда уезжать пока не хочу. Живу между Нагорной и Академической, мне комфортно, метро рядом, если что - на машине тоже все близко;0
о такой человек как Вы, думаю, поймет правильно. Почему всё Ваше усердие, всё упорство и несгибаемость направлены на УСТРАНЕНИЕ последствий, а не на НЕДОПУЩЕНИЕ? Ведь тема наркотрафика в страну более-менее изучена. Примерно даже понятно, кто, что и как это делает. Известны некоторые высокопоставленные бенефициары (ну по крайней Вам в Вашей области). Так почему не поднимать массовые обсуждения в этой области? Почему не пробивать с тем же упорством ужесточение законодательства вплоть до введения пожизненного или смертной казни за массовое распространение тяжелых наркотиков по всей стране? Ведь решение проблемы лежит именно в этой плоскости, а не в построении несметного числа реабилитационных центров и ловле мелких курьеров-торчков. Вынудить власть принять 2-3 закона под давлением общественного запроса, которые в разы сократят наркобизнес в РФ, проще, эффективнее и дешевле, чем постоянно идти против ветра...  колхоз  Напрасный труд  можно переименовать в  Подростковый суецит .или итоги подводить еще рано, дождаться конца года ?ps: кто посоветует хороший депрессивный рэп с темой самоубийства (от несчастной любви, от нищебродства, от омега-унижений и т.п. подростковые проблемы) ? статистику срочно надо улучшить.  Но ведь наркологи не могли не знать, что эти тесты, которые заказали и купили власти(Минздрав)- фикция.Значит они все в доле и им похрен на детей области;-1
отом будет одобрение в областном центре (туда ехать не надо).2. Если все срослось - поздравляю теперь вы ИП и на вас ложится счастливое бремя налогов минимум на 1 год. По деньгам выйдет примерно та же сумма, без учета потерянного времени и бенза.3. После года секаса головного мозга с прекрасными людьми из налоговой вы ощутите необходимость закрытия этого самого ИП. И тут вас может ждать сюрприз, ибо в некоторых районах ИП не закрывают, а направляют в областной центр.Чуть не забыл, все это было до введения нового пенсионного налога, который равен 32 479руб (если не ошибаюсь).Тоесть за год вы уйдете в минус. Ах да, мотаться по всяким биржам труда и конторам делающих бумаги для налоговой тоже придется в последних не бесплатно.Можно попробывать обмануть налоговую, но желательно уметь четкую профессию аля начальник СК района или типо этого.Удачи тебе о желающий трахнуть гос-во на деньги.  Украина;0
то странно и совсем неудобно :( Раньше в 2008-9 для подобной поездки, только на 3 месяца, был Шенген и без города... Узнайте, можно ли будет продлить визу Вашей маме на месте. Говорят, что во Франкфурте, куда я собираюсь, продлевают без проблем. Может и в других странах тоже.  тут ниже поясняют, что видимо все равно жить ТАМ все полгода нельзя - я просто так надолго не езжу, поэтому не сталкивалась. подавала на испанскую, через работу делали (считайте, тот же визовый центр).  Спасибо большое, я узнаю!  SEF - это у нас местная миграционная служба (что-то там по иностранцам и границам, точно не помню, как расшифровывается). Ну, в общем, они у нас заведуют выдачей всевозможных резиденций и т.д.  О!!! Это очень интересно!!! А что такое СЭФ???  Не за что, надеюсь, что у вас и правда, получится.  Отлично! Спасибо!!! Может быть это как раз то, что мне нужно!!!  Нет, дорогая, это логика. Шенген - это же просто договор о границах и по этому соглашению регулируется только кто может  приехать посмотреть  - принято считать, что на это хватит трех месяцев;1
о тем не менее до сих пор регулярно слышу даже от подростков  Так он же клятву Гиппократа давал! .А врачей я тоже знаю очень многих. И очень обидно когда из-за вот таких как в посте выше, начинаются обобщения про всех. А еще я слышал истории о родителях которые по несколько недель лечат детей  Народными средствами  дома,  а потом с температурой за 40 привозят в больницу и через 20 минут орут на врача  Да делайте что нибудь сволочи!!!! Вы же клятву Гиппократа давали!! Бросайте все и занимайтесь моим ребенком! . Вот только как правило, врачи которые сталкиваются с таким- не имеют ни времени ни возможности писать об этом в соцсети и просить максимально репоста.  Клятва Гиппократа, это - страшноватенькая вещь, если вы прочтете ее текст.Врач обязуется не разглашать врачебного искусства обывателям (чтобы не лишиться доходов).Врач обязуется никогда не делать эвтаназию и никогда не выполнять аборты.Остальное - по мелочи;-1
 Алексей Герман. Лечь на полку непросто. // журнал  Театрал .   Создается впечатление, что антисталинисты вообще читать не умеют (или же читать умеют, а вот прочитанное понять не в состоянии).В материале ведь ясно сказано, какое именно утверждение оспаривается: По телеэкранам, газетам и журналам до сих пор гуляет утверждение, **будто все советские военнопленные**, освобожденные из фашистских концлагерей, были прямиком отправлены в концлагеря и осуждены. Более того, в материале и не отрицается, что некоторые действительно попали за решетку: И все же кое-кто из вернувшихся на родину, за решетку угодил.  Все выше перечисленные, а также ряд других репатриантов, изобличенных в измене, были арестованы, осуждены и… нет, не расстреляны, а направлены даже не в лагеря, а на спецпоселение, как правило, в отдаленные районы СССР. Вы, Илья, хорошо усвоили антисталинизм, вот еще бы вам научиться понимать прочитанное...PS: Есть такой псевдоученый по имени Владимир Резун. Он тоже пишет о том, что в своих  исследованиях  он не пользуется ни архивами, ни документами (не только советскими, но и даже немецкими), потому что там все сфальсифицировано... Это, естественно дает ему большие возможности нести всякую ахинею;-1
Но никаких разрушений не было. И если не знать, что очаг тоже был почти на 50-той параллели, то ни кто бы и не догадался, что это был второй знак в котором проявилась матрица. 3-й знак это плавающие гробы по Амуру. Ну первый думаю сами догадаетесь. То же на 50-йпарлели,но в другом меридиане России. Да и по искусственному порогу или подводной плотине, по уровню воды в 3 мера в Николаевске в СМИ то же табу. А когда власть прячут правду? Только с целью скрыть свои преступления из-за халатности, из-за тотального безумия, из-за тотального культа прибыли, из-за тотальной деморализации и безнравственности властных субъектов высшего уровня. Много причин у власти всё скрывать. Они боятся.;-2
посмотрите с фильтром по ЖЖ блогам - http://blogs.yandex.ru/top/lj/?username=masterokstтоже цирк еще тот :-)   Вообще, в последнее время в ЖЖ происходит что-то странное :(  Хуита.  ЖЖ стремительно теряет позиции... А Юля Ж. крута)))  Всех все наёбыват - смиритесь, неугомонные.))) ЖЖ гниет и разлагается.  Очень интересно! ;0
html  Вот такой у меня вид из московского окна)Посмотреть на Яндекс.ФоткахРодилась на Арбате и все работы почему-то вокруг него крутятся, последние 13 лет на тверском бульваре редакция была, здание слева)Посмотреть на Яндекс.Фотках  Саш, как ты замечательно написал про Москву. Меня очень тронуло, правда. Тем более, что таких проникновенных отзывов почти не услышишь, всё больше агрессивные, полные недовольства. И чем меньше человек здесь провёл, чем скуднее штрихи его соственного портрета города ЕГО Москвы, тем резче и злее высказывания... И хоть это личное дело каждого, меня под час это достаточно заметно задевает. Болезненно. Наверно потому, что я здесь родилась и выросла, как и несколько поколений моих родителей и дедов-прадедов.Для меня Москва - в первую очередь, как и Питер - старый город.;0
что-то типа этого http://www.citibank.ru/russia/cards/rus/citi_exp.htmузнайте в своем банке, выпускают ли они такие карты и вообще вопрос об оплате проезда снимется навсегда  +100500я недавно впервые решилась не на маршрутку, а на троллейбус. как я была удивлена (мягко говоря) матерясь продолжала стоять у прохода, мне нужен был 1 (один) билетик, а не 4!!!потом тетка сжалилась и провела меня ))  зажралась москва. вот выберут навального, и в помойку превратится. и даже 100 рублей за проезд платить не придётся.  я раз проехал по моему городу на троллейбусе и узнал, что тоже нужно брать по 4 билета. не знаю, кто придумывает этот маразм.;0
не бог весть какая арифметика, почему только это не сделано с 2000 или с 1993 годаВы для себя ответ нашли??  перечитайте пожалуйста параграф про операции МинФина. Как раз говориться что ЦБ будет покупать доллары для МинФина в нейтральном диапазоне если им нужны доллары (продавать меньше в верхней части, покупать больше в нижней). Значит все наоборот от вашего комментария: ЦБ не будет нейтрализовать  присутствие на валютном рынке, а сглаживать эффект на ликвидность.С сайта:В результате объемы операций Банка России по покупке или продаже иностранной валюты на внутреннем валютном рынке, устанавливаемые исходя из цели сглаживания волатильности обменного курса рубля, могут увеличиваться или уменьшаться на величину, эквивалентную объему операций по покупке (продаже) Федеральным казначейством иностранных валют у Банка России (Банку России), связанных с пополнением (расходованием) средств суверенных фондов. Данная корректировка объёмов операций Банка России позволяет транслировать на внутренний валютный рынок спрос или предложение иностранной валюты со стороны Федерального казначейства и является одним из этапов в процессе создания условий для перехода к плавающему валютному курсу. Кроме того, указанная модификация механизма курсовой политики Банка России будет способствовать сглаживанию влияния операций Федерального казначейства, связанных с пополнением или расходованием средств суверенных фондов, на состояние ликвидности банковского сектора.  Пользователь  сослался на вашу запись в записи  НАВРУ и разрыв  в контексте: [...] и хочет, чтобы мы уже поверили в правила валютных интервенций и грядущее свободное плавание рубля [...]  смотрю сейчас по рен тв  вам и не снилось  про кризис 2008 года в америке.Просто праздник какой то:)Полный набор,необеспеченный доллар хазин и тд.Блин,а ведь полно людей принимает все это за чистую монету.;0
Психосоматический самоторч.  Марине Гатцемайер нравится ссылка.ПараметрыРената Астренкова поделилась фотографией Lucy Grin.Ну вот, самые человечные словаНа станции Эхо Москвы у нас работал корреспондентом Илья Птицын. Притом, что Илья не выговаривал и половины букв русского алфавита и был необыкновенно маленького роста - он был самым лучшим корром на Эхе. Мы его очень любили и называли Ирья - он так представлялся в конце своих репортажей - Ирья Птицын - л тоже не выговаривал. Ирюха был на короткой ноге практически со всеми ключевыми персонами тогдашней реальности - от Черномырдина до Масхадова, но лучшим другом Ирюхи был Борис Абрамыч - собственно Птицын был единственный, кто мог Абрамычу в любое время звонить на личный телефон. Никогда не забуду - как мы в лифте едем снизу - я, Береза и Птицын, и Ирюха говорит - Борис Абрамыч - не могли бы мне выдерить кредит - 50 дорраров? Абрамыч нежно обнимает Птицына - говорит, да без проблем, тысяч? Но Ирюха честно взял 50 дорраров - хотя мог взять и 50 тысяч - я полностью уверена в этом.;0
Новость новая:Смертницу, подорвавшуюся в Волгограде, год разыскивали спецслужбыДмитрий Соколов и Наида Асиялова находились в федеральном розыске на момент совершения теракта в Волгограде. Ориентировка с их фото были давно разосланы по отделениям полиции.В ней сообщалось, что Асиялова, родившаяся в Буйнакске в 1982 году, и Соколов разыскиваются по подозрению в террористической деятельности. Однако разосланные ориентировки не помешали ей совершить теракт в Волгограде.  В начале третьего смертница Наида Асиялова, одетая в хиджаб, привела в действие взрывное устройство в салоне пассажирского автобуса №29. Само взрывное устройство представляло собой две тротиловые шашки и две гранаты, начиненные поражающими элементами: шурупами и металлической стружкой. Момент взрыва зафиксировала камера видеорегистратора. Черная вдова  была известна как активная вербовщица сторонников ваххабизма. С Дмитрием Соколовым она познакомилась в Москве, после чего они вместе уехали в Дагестан.;0
Вы свой выкидыш хамства попридержите, плиииз.А сайт я посмотрела. Вот этот вот мажор-тусовщик Ванечка Афонин и есть СТОП-РАН?А в какой области науки он работает? И каковы его научные успехи? И индекс Хирша, о котором он так заботится?  Его главная и основная работа должна быть исследования в институте! Все остальное на общественных началах!! Иначе - полная профанация всякой науки!!!  у движения есть свой сайт и там наверняка есть электронная почтатак что пишите свой выкидыш сознания им   круто   А что значит  трогать ? Всех сотрудников без степени собираются вешать на столбах?  а какая сфера?   пОЧЕМУ ТАКОЙ СТРАННЫЙ ТАМ ПЕНТХАУС? эТО СКУЛЬПТУРА?!  а про наше общество и РАН, читай это  Давно проиграно сражение...   здесь :  zavtra.ru/content/view/davno-proigrano-srazhenie  Ой, да ладно.А то вы не знаете, что достойные ученики слиняли на запад еще в 90-х. А следующее поколение еще не доросло.Молодежь продвигать... мамма миа. А сама она не может? Ножки болят? На любимом Западе, который так любят совать в нос российским ученым, эта самая научная молодежь в бесправных рабах трудится, пока сама не покажет, на что она способна. Вообще понятия  научная школа  и  ученики  - это чисто российское.;-1
конечно. но граждане америки после 16 имеют свободу выбора. сел на самолет без визы прилетел в москву и сказал хочу. вот тут то отказать и было бы нельзя.  Думаю, что Вы всё же проблему упрощаете.И заметьте: много ведь противников торговли детьми.  Надо что-то срочно делать, чтобы он в родной стране был счастлив. А то ведь действительно ПОЗОР.;0
Политики Ленинграда (Санкт-Петербурга) считались с популярностью Собчака и на первых порах были готовы относиться к спикеру Ленсовета как к первому среди равных. Он же их всех считал пигмеями и бездарными демагогами. Более или менее равными себе Собчак признавал только знаменитых ленинградских писателей и ученых-академиков, но никак не вождей демократии или рядовых депутатов Ленсовета.Уже в первые месяцы своего правления спикер утратил уважение и поддержку городского депутатского корпуса и собственного исполнительного комитета (исполкома - руководящего органа Ленсовета). При этом он сохранил симпатии горожан, что позволило ему, бросив Ленсовет, триумфально избраться мэром города в июне 1991 г. Собчак чувствовал себя комфортно и с восхищенным  народом , находясь на трибунном возвышении от него, и в окружении почтительных студентов, и давая указания покорным функционерам-исполнителям. В то же время к рутинной организационно-административной работе у него совершенно не было пристрастия, и он испытывал настоятельную потребность в людях, которые его от повседневных организационных усилий могли бы избавить.Поэтому вокруг трона Собчака приживались в основном личности комсомольского или директорско-прорабского происхождения, умеющие уловить настроение шефа и угодить ему - серые  хозяйственники  без чувства собственного достоинства, но с некоторыми организационно-административными талантами. Как известно, одним из таких  хозяйственников  был Владимир Анатольевич Яковлев, заместитель Собчака, впоследствии Собчака успешно  подсидевший  и ставший губернатором Санкт-Петербурга.;-2
ашел в карчму, видит все пьяные , но никто не курит... Он сел за стол и попросил пепельницу . Шинкарь ему в ответ :  ...А у нас не курють .  О_О_О ,О-кеу ...Это хорошо , что Вы придерживаетесь европейских ценностей , у Вас уже принят местный антитабачный закон ??? - спрашивает еувропеец.   А,та, ни-и-и...,дядьку ... Ни-и-и. Геть курить отсюда на вулыцю... Боимся очень , шо перегар сдетонируе...    Пока дышу выхлопами автомобилей в Белокаменной - курить не брошу!!! Тому как это похлеще в сто крат пассивного и активного тобакокурения, но никому пока дела до этого нет!  P/S: А что до повышения цены на табачные изделия то как говорится: - Дочка говорит отцу:-Папа, водка подорожала, ты теперь будешь меньше пить?-Нет, доченька, это ты теперь будешь меньше кушать!  посмотрим, что из этого выйдет  да вообще-то у нас уже больше года как ввели такую форму, и более того, нет ни одной вирины где можно увидеть сигареты, говори какие хочешь, тогда принесут.  С нашей экологией, что бросай, что не бросай...  вот, блин, самая большая проблема в стране!я курю дома в вытяжку.А соседи - в подъезде.И мне несёт в квартиру.Поубывав бы;-1
Казнить нельзя помиловать   Я не верю в раскаяние убийцы-умышленника, а уж тем более - за нескольно убийств. Я за смертную казнь.  Согласен.  А я нет. Душа преступника требует раскаяния.;0
сть пример Питера, где есть выделенные полосы только для трамваев (пр. Просвещения) и совместного пользования (трамвай + автобус) на Лиговском пр.   ага,например такие города ,как Прага...хех  Троллейбусы сейчас в Воронеже вроде решили восстанавливать.   ...в некоторых городах есть конечно и исключения...   а была вообще полная жопа... между прочим, много проблем создают регулярные перекрытия трасс из-за госчиновников  забыл упомянуть, ни троллейбусами, ни трамваями народ практически не пользовался, слишком медленно и не гибкие маршруты, ни с рельс, ни от проводов далеко не отвалишь. автобус хоть пробку дворами объехать может  у безтолковых ,неучей и воров всё себя изживает быстро ,а у рачительных хозяев отнюдь ...и трамваи по европам ездят и лифты 1900 г. работают ...,а вы просто спихиваете неумение руководить и хозяйствовать на  типа  прогресс ...,а прогресс то не в том ,чтобы заменить в машинке одну деталь на другую и выдать за новшествоо - это улучшайзинг всего-навсего ,а вам прогресс мерещится... ... и вот все бегают за новой моделью со старым содержанием в новой упаковке...- типа айфонов...- вскройте и посмотрите ,что там внутри...бррр - в  убогом  СССР за такую сборку выгналибы вон с работы...  Я могу сравнить с Самарой, допустим. Там трамвай очень не плохой был транспорт в 2003-2005 годах. Линии прямые, поворотов мало, соответственно скорость большая. У нас же каждые 50-100 метров чуть ли не до полной остановки притормаживать приходилось, то поворот, то развилка, то светофор, то пробка  Именно;0
